OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,SHAPE_Length,SHAPE_Area
461,32958,834,31,Indian River,Indian River-32958,Sebastian,"Sebastian, Fellsmere, Roseland, Wabasso",481,Indian River-32958,Sebastian,652,652,0.563412478666888,0.00528705288788881
462,32960,835,31,Indian River,Indian River-32960,Vero Beach,"Vero Beach, Gifford, Vero Beach South",482,Indian River-32960,"Orlando, Vero Beach",1264,1264,0.224943787619703,0.00275644116426001
463,32962,836,31,Indian River,Indian River-32962,Vero Beach,"Florida Ridge, Vero Beach South",483,Indian River-32962,Vero Beach,790,790,0.282159820605158,0.00294185414396591
464,32963,838,31,Indian River,Indian River-32963,Vero Beach,"Orchid, Vero Beach, Indian River Shores, Florida Ridge, South Beach, Wabasso Beach, Windsor",484,Indian River-32963,"Indian River Shores, Orchid, Vero Beach, Winter Park",312,312,1.84435911858018,0.00438953331364373
465,32963,839,56,St. Lucie,St. Lucie-32963,Vero Beach,South Beach,1019,St. Lucie-32963,,0,0,0.0390200854600457,1.2215699189598e-05
466,32966,840,31,Indian River,Indian River-32966,Vero Beach,"Vero Beach, Fellsmere, Gifford, Vero Beach South, West Vero Corridor, Yeehaw Junction",485,Indian River-32966,Vero Beach,479,479,1.65011292771434,0.036895771751893
467,32967,844,31,Indian River,Indian River-32967,Vero Beach,"Sebastian, Vero Beach, Fellsmere, Gifford, Wabasso, Winter Beach",486,Indian River-32967,"Orlando, Vero Beach",855,855,0.661856055479375,0.0119328947660294
468,32968,845,31,Indian River,Indian River-32968,Vero Beach,"Florida Ridge, Vero Beach South",487,Indian River-32968,"Citrus Ridge, Vero Beach",354,354,0.73084945582743,0.0114637265439229
469,32976,847,5,Brevard,Brevard-32976,Sebastian,"Grant-Valkaria, Micco, Roseland",76,Brevard-32976,"Barefoot Bay, Micco, Sebastian",173,173,0.446426763389087,0.00634131242661834
470,33004,849,6,Broward,Broward-33004,Dania,"Hollywood, Dania Beach",78,Broward-33004,"Dania, Dania Beach, Fort Lauderdale",819,819,0.261400469853809,0.00165465065619995
471,33009,850,6,Broward,Broward-33009,Hallandale,"Aventura, Pembroke Park, West Park, Hallandale Beach, Hollywood",79,Broward-33009,"Hallandale, Hallandale Beach, Hallandle Beach, Orlando, Pembroke Park",2338,2338,0.194705247643658,0.00129992875880403
472,33010,852,13,Dade,Dade-33010,Hialeah,"Hialeah, Medley, Miami Springs",211,Dade-33010,"Hialeah, Hialeah Gardens, Miami, Miami Gardens, Orlando",4866,4866,0.167306440024151,0.000970892219535161
473,33012,853,13,Dade,Dade-33012,Hialeah,"Hialeah, Hialeah Gardens",212,Dade-33012,"Hialeah, Orlando",7651,7651,0.149989806873344,0.00140418294418981
474,33013,854,13,Dade,Dade-33013,Hialeah,"Hialeah, Opa-locka, West Little River, Westview",213,Dade-33013,"Hialeah, Orlando",3379,3379,0.15014154160133,0.000894572349309795
475,33014,855,13,Dade,Dade-33014,Hialeah,"Miami Lakes, Miami Gardens, Hialeah, Opa-locka, Country Club",214,Dade-33014,"Hialeah, Hialeah Lakes, Miami Gardens, Miami Lakes, Orlando",3773,3773,0.186235300850829,0.00154198470545981
476,33015,857,13,Dade,Dade-33015,Hialeah,"Miami Lakes, Miramar, Country Club, Palm Springs North",215,Dade-33015,"Hialeah, Miami Beach, Miami Gardens, Miami Lakes, Orlando, Palm Springs North",6061,6061,0.177630009464565,0.00150519953067457
477,33016,858,13,Dade,Dade-33016,Hialeah,"Miami Lakes, Hialeah, Hialeah Gardens, Country Club",216,Dade-33016,"Hialeah, Hialeah Gardens, Miami Lakes, Orlando",5442,5442,0.205503932046934,0.00115741788833513
478,33018,860,13,Dade,Dade-33018,Hialeah,"Miami Lakes, Hialeah, Hialeah Gardens",217,Dade-33018,"Hialeah, Hialeah Gardens, Miami Lakes, Orlando",5669,5669,0.456254787494159,0.00641797457177977
479,33019,861,6,Broward,Broward-33019,Hollywood,"Hallandale Beach, Hollywood, Dania Beach",80,Broward-33019,Hollywood,696,696,0.192310879086273,0.00109171775056509
480,33020,862,6,Broward,Broward-33020,Hollywood,"Pembroke Park, Hallandale Beach, Hollywood, Dania Beach",81,Broward-33020,"Hollywood, Orlando, Winter Garden",2711,2711,0.19014134921568,0.00146972604800007
481,33021,863,6,Broward,Broward-33021,Hollywood,"Pembroke Park, West Park, Hollywood, Dania Beach",82,Broward-33021,"Hollywood, Miami Gardens, Pembroke Park, University Of Central Fl, Weston",3017,3017,0.205515843241916,0.00201957984247985
482,33023,864,6,Broward,Broward-33023,Hollywood,"Miramar, Pembroke Park, West Park, Hollywood, Pembroke Pines",83,Broward-33023,"Hollywood, Miramar, Ocoee, Orlando, Pembroke Park, Pembroke Pines, West Hollywood, West Park",4634,4634,0.239251650644574,0.00228779997658729
483,33024,866,6,Broward,Broward-33024,Hollywood,"Cooper City, Hollywood, Davie, Pembroke Pines",84,Broward-33024,"Cooper City, Edgewood, Hollywood, Orlando, Pembroke Pines",5022,5022,0.227168549006472,0.00257721818658999
484,33025,867,6,Broward,Broward-33025,Hollywood,"Miami Gardens, Miramar, Pembroke Pines, Country Club",85,Broward-33025,"Apopka, Hollywood, Miramar, Orlando, Pembroke Pines",5026,5026,0.230675330485584,0.00258699668591852
485,33026,869,6,Broward,Broward-33026,Hollywood,"Cooper City, Davie, Southwest Ranches, Pembroke Pines",86,Broward-33026,"Cooper City, Hollywood, Orlando, Pembroke Lakes, Pembroke Pines, Winter Garden",1613,1613,0.137470657014082,0.00116282433192486
486,33027,870,6,Broward,Broward-33027,Hollywood,"Miramar, Pembroke Pines, Country Club",87,Broward-33027,"Hollywood, Miramar, Orlando, Pembroke Pines",3739,3739,0.231712171998167,0.00327184514465308
487,33028,872,6,Broward,Broward-33028,Pembroke Pines,"Davie, Southwest Ranches, Pembroke Pines",88,Broward-33028,"Hollywood, Orlando, Pembroke Pines",2311,2311,0.174866244515494,0.00138351127247996
488,33029,873,6,Broward,Broward-33029,Hollywood,"Miramar, Southwest Ranches, Pembroke Pines",89,Broward-33029,"Apopka, Hollywood, Miramar, Orlando, Pembroke Pines, University Of Central Florida",2831,2831,0.313703798821703,0.00465612274491107
489,33030,875,13,Dade,Dade-33030,Homestead,"Homestead, Florida City, Leisure City",218,Dade-33030,"Everglades National Park, Homestead, Leisure City, Orlando",3724,3724,0.434600050023793,0.00540768488159429
490,33031,876,13,Dade,Dade-33031,Homestead,Homestead,219,Dade-33031,Homestead,423,423,0.477444243125498,0.00645052257853114
491,33032,877,13,Dade,Dade-33032,Homestead,"Goulds, Homestead Base, Leisure City, Naranja, Princeton",220,Dade-33032,"Homestead, Naranja, Princeton, Winter Park",4206,4206,0.417045358011726,0.00548630898430525
492,33033,878,13,Dade,Dade-33033,Homestead,"Homestead, Islandia, Homestead Base, Leisure City, Naranja",221,Dade-33033,"Homestead, Leisure City, Naranja, Orlando",5041,5041,0.462143022122967,0.00417133492979979
493,33034,879,13,Dade,Dade-33034,Homestead,"Homestead, Florida City",222,Dade-33034,"Florida City, Homestead",1873,1873,1.27607187249437,0.0501687418591536
494,33034,880,44,Monroe,Monroe-33034,Flamingo,Flamingo,673,Monroe-33034,,0,0,3.00274817311294,0.00651121393758531
495,33035,881,13,Dade,Dade-33035,Homestead,"Homestead, Florida City",223,Dade-33035,"Homestead, Orlando",1015,1015,2.688652882979,0.0226736620878731
496,33036,883,44,Monroe,Monroe-33036,Islamorada,"Islamorada, Village of Islands",674,Monroe-33036,"Islamorada, Orlando",87,87,0.977776773891079,0.00153532968715964
497,33037,885,44,Monroe,Monroe-33037,Key Largo,"Islandia, Key Largo, North Key Largo, Tavernier",675,Monroe-33037,"Cross Key, Key Largo, Orlando, Upper Key Largo",479,479,2.27856960866806,0.00855890430666684
498,33039,886,13,Dade,Dade-33039,Homestead,Homestead Base,224,Dade-33039,Homestead,8,8,0.180416374761406,0.000786332739985327
499,33040,887,44,Monroe,Monroe-33040,Key West,"Key West, Big Coppitt Key, Stock Island",676,Monroe-33040,"East Rockland Key, Key West, Stock Island, University Of Central Florida",2073,2073,4.42686642894328,0.0068718568113146
500,33042,888,44,Monroe,Monroe-33042,Summerland Key,Cudjoe Key,677,Monroe-33042,"Big Torch Key, Cudjoe Key, Little Torch Key, Orlando, Ramrod Key, Sugarloaf, Sugarloaf Key, Summerland Key",167,167,3.92572160972339,0.00666809588930976
501,33043,889,44,Monroe,Monroe-33043,Big Pine Key,Big Pine Key,678,Monroe-33043,Big Pine Key,76,76,2.13537561367343,0.00455487435327908
502,33050,890,44,Monroe,Monroe-33050,Marathon,"Marathon, Key Colony Beach, Duck Key",679,Monroe-33050,"Conch Key, Duck Key, Marathon",360,360,1.75793064907888,0.00271608176140522
503,33054,892,13,Dade,Dade-33054,Opa Locka,"Miami Lakes, Miami Gardens, Hialeah, Opa-locka, Golden Glades, Westview",225,Dade-33054,"Miami Gardens, Opa Locka, Orlando",2598,2598,0.234092562965381,0.00224462988147487
504,33055,894,13,Dade,Dade-33055,Opa Locka,"Miami Lakes, Miami Gardens, Miramar, Country Club",226,Dade-33055,"Carol City, Miami Gardens, Opa Locka, Orlando",4301,4301,0.161868882979975,0.0014821392491247
505,33056,896,13,Dade,Dade-33056,Miami Gardens,"Miami Gardens, Miramar",227,Dade-33056,"Carol City, Miami, Miami Gardens, Opa Locka, Orlando, University Of Central Florida",2981,2981,0.158122438624242,0.00147219921739902
506,33060,897,6,Broward,Broward-33060,Pompano Beach,"Pompano Beach, Fort Lauderdale, Oakland Park",90,Broward-33060,"Orlando, Pompano Beach",2346,2346,0.179559163325774,0.00170826964287468
507,33062,898,6,Broward,Broward-33062,Pompano Beach,"Deerfield Beach, Pompano Beach, Lauderdale-by-the-Sea, Lighthouse Point, Hillsboro Beach, Fort Lauderdale",91,Broward-33062,"Hillsboro Beach, Laud-by-the-sea, Lauderdale By The Sea, Orlando, Pompano Beach",913,913,0.268989649270298,0.000951430232530137
508,33063,899,6,Broward,Broward-33063,Pompano Beach,"Coconut Creek, Coral Springs, North Lauderdale, Margate",92,Broward-33063,"Alafaya, Coconut Creek, Margate, Orlando, Pompano Beach",2937,2937,0.228616159101198,0.00214074866864484
509,33064,900,6,Broward,Broward-33064,Pompano Beach,"Deerfield Beach, Pompano Beach, Lighthouse Point, Hillsboro Beach",93,Broward-33064,"Deerfield Beach, Lighthouse Point, Oakland, Orlando, Pompano Beach, Winter Garden",4125,4125,0.247207857708857,0.00249614506270501
510,33065,901,6,Broward,Broward-33065,Coral Springs,"Coral Springs, Parkland",94,Broward-33065,"Coral Springs, Margate, Orlando, Pompano Beach, University Of Central Florida",3197,3197,0.223324496518071,0.00202680325404504
511,33066,902,6,Broward,Broward-33066,Pompano Beach,Coconut Creek,95,Broward-33066,"Coconut Creek, Pompano Beach",781,781,0.127681764526337,0.000744368743255087
512,33067,903,6,Broward,Broward-33067,Pompano Beach,"Coconut Creek, Coral Springs, Parkland, Watergate",96,Broward-33067,"Coral Springs, Orlando, Parkland, Pompano Beach",1273,1273,0.23164612169559,0.00254574619065675
513,33068,905,6,Broward,Broward-33068,Pompano Beach,"Coral Springs, North Lauderdale, Tamarac, Margate, Fort Lauderdale",97,Broward-33068,"Margate, North Lauderdale, Pompano Beach",3116,3116,0.171814528199906,0.0014090537823553
514,33069,906,6,Broward,Broward-33069,Pompano Beach,"Coconut Creek, Deerfield Beach, North Lauderdale, Pompano Beach, Fort Lauderdale, Oakland Park",98,Broward-33069,"Orlando, Pompano Beach",1684,1684,0.245361192008657,0.00224689680502001
515,33070,907,44,Monroe,Monroe-33070,Tavernier,"Islamorada, Village of Islands, Key Largo, Tavernier",680,Monroe-33070,"Orlando, Plantation Key, Tavernier",229,229,0.344046844637282,0.00105941151148517
516,33071,908,6,Broward,Broward-33071,Coral Springs,"Coral Springs, Tamarac, Margate",99,Broward-33071,"Apopka, Coral Springs, Margate, Orlando, Pompano Beach, University Of Central Florida",1961,1961,0.191114760112789,0.00186892137905976
517,33073,909,6,Broward,Broward-33073,Pompano Beach,"Coconut Creek, Coral Springs, Deerfield Beach, Parkland, Pompano Beach, Hillsboro Pines, Watergate",100,Broward-33073,"Coconut Creek, Coral Springs, Margate, Orlando, Parkland, Pompano Beach",2158,2158,0.218033847413565,0.00203300092334271
518,33076,911,6,Broward,Broward-33076,Pompano Beach,"Pompano Beach, Coral Springs, Parkland",101,Broward-33076,"Coral Springs, Orlando, Parkland, Pompano Beach, University Of Central Florida",1645,1645,0.221243832062057,0.00285931031110764
519,33109,913,13,Dade,Dade-33109,Miami Beach,"Miami, Miami Beach, Fisher Island",228,Dade-33109,"Fisher Island, Miami, Miami Beach",55,55,0.0525019979387286,7.32652290450827e-05
520,33122,914,13,Dade,Dade-33122,Miami,Doral,229,Dade-33122,"Air Mail Facility, Doral, Miami, Orlando",243,243,0.316062776492978,0.00128287142235004
521,33125,915,13,Dade,Dade-33125,Miami,"Miami, Coral Gables",230,Dade-33125,"Miami, Orlando",7700,7700,0.144737387809467,0.000955158133984856
522,33126,916,13,Dade,Dade-33126,Miami,"Doral, Miami, Fountainebleau",231,Dade-33126,"Apopka, Doral, Miami, Orlando",5255,5255,0.335900771320762,0.00142922351161505
523,33127,917,13,Dade,Dade-33127,Miami,Miami,232,Dade-33127,Miami,2237,2237,0.114982957281149,0.000753781979515014
524,33128,918,13,Dade,Dade-33128,Miami,Miami,233,Dade-33128,Miami,3165,3165,0.056208671571946,0.000107767356519873
525,33129,919,13,Dade,Dade-33129,Miami,Miami,234,Dade-33129,Miami,1011,1011,0.122239209200047,0.000303954314875198
526,33130,920,13,Dade,Dade-33130,Miami,Miami,235,Dade-33130,"Miami, North Miami, Orlando",3507,3507,0.0697400265666193,0.000246982694969974
527,33131,921,13,Dade,Dade-33131,Miami,Miami,236,Dade-33131,"Miami, Orlando, Windermere",1859,1859,0.0687875923711329,0.000107291612925112
528,33132,922,13,Dade,Dade-33132,Miami,Miami,237,Dade-33132,Miami,1675,1675,0.214660856788984,0.000413428645074919
529,33133,923,13,Dade,Dade-33133,Miami,"Miami, Coral Gables",238,Dade-33133,"Coconut Grove, Coral Gables, Miami, Pass",2489,2489,0.297361078871504,0.000987046152195058
530,33134,924,13,Dade,Dade-33134,Miami,"West Miami, Miami, Coral Gables, Coral Terrace",239,Dade-33134,"Coconut Grove, Coral Gables, Miami",2635,2635,0.138842717906184,0.00120616788221984
531,33135,925,13,Dade,Dade-33135,Miami,"Miami, Coral Gables",240,Dade-33135,"Miami, Orlando",3404,3404,0.113382078860486,0.000499547276380276
532,33136,926,13,Dade,Dade-33136,Miami,Miami,241,Dade-33136,Miami,3414,3414,0.0799985235454294,0.000337332474205009
533,33137,927,13,Dade,Dade-33137,Miami,Miami,242,Dade-33137,"Maitland, Miami, Orlando",2320,2320,0.17633556333931,0.000503235951749948
534,33138,928,13,Dade,Dade-33138,Miami,"Miami, Biscayne Park, El Portal, Miami Shores, West Little River",243,Dade-33138,"El Portal, Miami, Miami Shores, Orlando",1568,1568,0.230720378586454,0.0010201263563355
535,33139,929,13,Dade,Dade-33139,Miami Beach,"Miami, Miami Beach",244,Dade-33139,"Fisher Island, Miami, Miami Beach, Orlando, Venetian Islands",2941,2941,0.367214372577768,0.00063435191121048
536,33140,930,13,Dade,Dade-33140,Miami Beach,Miami Beach,245,Dade-33140,"Miami, Miami Beach, Orlando",1978,1978,0.357714423504127,0.000761299895930144
537,33141,931,13,Dade,Dade-33141,Miami Beach,"Surfside, Miami Beach",246,Dade-33141,"Miami, Miami Beach, North Bay Village, Orlando",2346,2346,0.336365156075447,0.000543443452440393
538,33142,932,13,Dade,Dade-33142,Miami,"Miami, Hialeah, Miami Springs, Brownsville, Gladeview",247,Dade-33142,"Miami, Orlando",5986,5986,0.177857605780234,0.00167448936485517
539,33143,933,13,Dade,Dade-33143,Miami,"Coral Gables, Pinecrest, South Miami, Glenvar Heights, Kendall, Olympia Heights, Sunset",248,Dade-33143,"Coral Gables, Miami, Miami Gardens, Orlando, South Miami, Winter Garden",3376,3376,0.275163757959584,0.00191835627832527
540,33144,934,13,Dade,Dade-33144,Miami,"West Miami, Miami, Coral Gables, Coral Terrace, Fountainebleau, Westchester",249,Dade-33144,"Coral Gables, Miami, Orlando, Sweetwater, University Of Central Fl, West Miami",2799,2799,0.12806178055554,0.000712302175194969
541,33145,935,13,Dade,Dade-33145,Miami,"Miami, Coral Gables",250,Dade-33145,"Coral, Coral Gables, Miami",2538,2538,0.127492585449552,0.000592238523474861
542,33146,936,13,Dade,Dade-33146,Miami,"Miami, Coral Gables, South Miami",251,Dade-33146,"Coconut Grove, Coral Gables, Miami, Orlando, South Miami, University Of Miami",1509,1509,0.121796972191455,0.000760828795999938
543,33147,937,13,Dade,Dade-33147,Miami,"Miami, Hialeah, Brownsville, Gladeview, Pinewood, West Little River, Westview",252,Dade-33147,"Doral, Miami",4239,4239,0.21409873238255,0.00169694962503474
544,33149,938,13,Dade,Dade-33149,Key Biscayne,"Miami, Key Biscayne",253,Dade-33149,"Key Biscayne, Miami, Orlando, Winter Garden",1172,1172,0.456772429834676,0.00118580299828473
545,33150,939,13,Dade,Dade-33150,Miami,"Miami, El Portal, Miami Shores, Gladeview, Pinewood, West Little River",254,Dade-33150,"El Portal, Miami, Miami Shores",1962,1962,0.137561999858345,0.000832073230109981
546,33154,940,13,Dade,Dade-33154,Miami Beach,"Surfside, Bal Harbour, Miami Beach, North Miami",255,Dade-33154,"Bal Harbour, Bay Harbor Islands, Indian Creek Village, Miami, Miami Beach, Miami Gardens, Orlando, Surfside",903,903,0.233905549654801,0.000494334902574725
547,33155,941,13,Dade,Dade-33155,Miami,"West Miami, Coral Gables, South Miami, Coral Terrace, Glenvar Heights, Olympia Heights, Westchester",256,Dade-33155,"Miami, West Miami",4089,4089,0.174749892858693,0.00183974851076491
548,33156,942,13,Dade,Dade-33156,Miami,"Coral Gables, Pinecrest, South Miami, Palmetto Bay, Glenvar Heights, Kendall",257,Dade-33156,"Coral Gables, Cutler Ridge, Kendall, Miami, Pinecrest",2581,2581,0.58786504256581,0.0033192508276444
549,33157,943,13,Dade,Dade-33157,Miami,"Cutler Bay, Palmetto Bay, Kendall, Palmetto Estates, Richmond Heights, South Miami Heights, West Perrine",258,Dade-33157,"Apopka, Cutler Bay, Cutler Ridge, Miami, Orlando, Palmetto Bay, Perrine, Pinecrest, South Miami Heights, Village Of Palmetto Bay",5709,5709,0.329033574538102,0.00352593563028959
550,33158,944,13,Dade,Dade-33158,Miami,"Coral Gables, Pinecrest, Palmetto Bay, Kendall",259,Dade-33158,"Coral Gables, Miami, Palmetto Bay, Village Of Palmetto Bay",329,329,0.201091885842821,0.000698259594715173
551,33160,946,13,Dade,Dade-33160,North Miami Beach,"North Miami Beach, Sunny Isles Beach, Aventura, North Miami, Golden Beach, Hallandale Beach, Ojus",260,Dade-33160,"Aventura, Cleveland, Golden Beach, Miami, Miami Gardens, North Miami Beach, Orlando, Sunny Isles Beach",2578,2578,0.344393010163838,0.00134231476147049
552,33161,947,13,Dade,Dade-33161,Miami,"North Miami Beach, Biscayne Park, North Miami, Miami Shores, Golden Glades",261,Dade-33161,"Aventura, Barry University, Biscayne Park, Miami, Miami Shores, North Miami, Orlando",3327,3327,0.167304585247027,0.00130736992229961
553,33162,948,13,Dade,Dade-33162,Miami,"North Miami Beach, North Miami, Golden Glades, Ojus",262,Dade-33162,"Miami, Miami Beach, North Miami Beach, Uleta",2893,2893,0.182729598584386,0.00128933910911463
554,33165,949,13,Dade,Dade-33165,Miami,"Olympia Heights, Sunset, University Park, Westchester, Westwood Lakes",263,Dade-33165,"Miami, Orlando, Westchester",6151,6151,0.178718456086848,0.00184572384906998
555,33166,950,13,Dade,Dade-33166,Miami,"Doral, Hialeah, Hialeah Gardens, Medley, Virginia Gardens, Miami Springs",264,Dade-33166,"Doral, Medley, Miami, Miami Springs, Orlando, Virginia Gardens",2770,2770,0.285796420471699,0.00229213786034018
556,33167,951,13,Dade,Dade-33167,Miami,"Hialeah, North Miami, Opa-locka, Golden Glades, Pinewood, West Little River, Westview",265,Dade-33167,"Miami, North Miami, Orlando",1369,1369,0.225846500939305,0.00114236720199004
557,33168,952,13,Dade,Dade-33168,Miami,"North Miami, Miami Shores, Golden Glades, Pinewood",266,Dade-33168,"Miami, Miami Shores, North Miami, Orlando",1643,1643,0.124217397914048,0.000815633711090134
